year,state,candidate,party
2012,Montana,"Johnson, Gary",libertarian
2012,Nebraska,"Johnson, Gary",libertarian
2012,Nevada,"Johnson, Gary",libertarian
2012,New Hampshire,"Johnson, Gary",libertarian
2012,New Jersey,"Johnson, Gary",libertarian
2012,New Mexico,"Johnson, Gary",libertarian
2012,New York,"Johnson, Gary",libertarian
2012,North Carolina,"Johnson, Gary",libertarian
2012,North Dakota,"Johnson, Gary",libertarian
2012,Ohio,"Johnson, Gary",libertarian
2012,Oregon,"Johnson, Gary",libertarian
2012,Pennsylvania,"Johnson, Gary",libertarian
2012,Rhode Island,"Johnson, Gary",libertarian
2012,South Carolina,"Johnson, Gary",libertarian
2012,South Dakota,"Johnson, Gary",libertarian
2012,Texas,"Johnson, Gary",libertarian
2012,Utah,"Johnson, Gary",libertarian
2012,Vermont,"Johnson, Gary",libertarian
2012,Virginia,"Johnson, Gary",libertarian
2012,Washington,"Johnson, Gary",libertarian
2012,West Virginia,"Johnson, Gary",libertarian
2012,Wyoming,"Johnson, Gary",libertarian
2016,Alabama,"Johnson, Gary",libertarian
2016,Alaska,"Johnson, Gary",libertarian
2016,Arizona,"Johnson, Gary",libertarian
2016,Arkansas,"Johnson, Gary",libertarian
2016,California,"Johnson, Gary",libertarian
2016,Colorado,"Johnson, Gary",libertarian
2016,Connecticut,"Johnson, Gary",libertarian
2016,Delaware,"Johnson, Gary",libertarian
2016,District of Columbia,"Johnson, Gary",libertarian
2016,Florida,"Johnson, Gary",libertarian
2016,Georgia,"Johnson, Gary",libertarian
2016,Hawaii,"Johnson, Gary",libertarian
2016,Idaho,"Johnson, Gary",libertarian
2016,Illinois,"Johnson, Gary",libertarian
2016,Indiana,"Johnson, Gary",libertarian
2016,Iowa,"Johnson, Gary",libertarian
2016,Kansas,"Johnson, Gary",libertarian
2016,Kentucky,"Johnson, Gary",libertarian
2016,Louisiana,"Johnson, Gary",libertarian
2016,Maine,"Johnson, Gary",libertarian
2016,Maryland,"Johnson, Gary",libertarian
2016,Massachusetts,"Johnson, Gary",libertarian
2016,Michigan,"Johnson, Gary",libertarian
2016,Minnesota,"Johnson, Gary",libertarian
2016,Mississippi,"Johnson, Gary",libertarian
2016,Missouri,"Johnson, Gary",libertarian
2016,Montana,"Johnson, Gary",libertarian
2016,Nebraska,"Johnson, Gary",libertarian
2016,Nevada,"Johnson, Gary",libertarian
2016,New Hampshire,"Johnson, Gary",libertarian
2016,New Jersey,"Johnson, Gary",libertarian
2016,New Mexico,"Johnson, Gary",libertarian
2016,New York,"Johnson, Gary",libertarian
2016,New York,"Johnson, Gary",libertarian
2016,North Carolina,"Johnson, Gary",libertarian
2016,North Dakota,"Johnson, Gary",libertarian
2016,Oklahoma,"Johnson, Gary",libertarian
2016,Oregon,"Johnson, Gary",libertarian
2016,Pennsylvania,"Johnson, Gary",libertarian
2016,Rhode Island,"Johnson, Gary",libertarian
2016,South Carolina,"Johnson, Gary",libertarian
2016,South Dakota,"Johnson, Gary",libertarian
2016,Texas,"Johnson, Gary",libertarian
2016,Utah,"Johnson, Gary",libertarian
2016,Vermont,"Johnson, Gary",libertarian
2016,Virginia,"Johnson, Gary",libertarian
2016,Washington,"Johnson, Gary",libertarian
2016,West Virginia,"Johnson, Gary",libertarian
2016,Wisconsin,"Johnson, Gary",libertarian
2016,Wyoming,"Johnson, Gary",libertarian
1984,Arkansas,"Johnson, Sonia",citizens
1984,California,"Johnson, Sonia",citizens
1984,Delaware,"Johnson, Sonia",citizens
1984,Illinois,"Johnson, Sonia",citizens
1984,Kentucky,"Johnson, Sonia",citizens
1984,Louisiana,"Johnson, Sonia",citizens
1984,Michigan,"Johnson, Sonia",citizens
1984,Minnesota,"Johnson, Sonia",citizens
1984,New Jersey,"Johnson, Sonia",citizens
1984,New Mexico,"Johnson, Sonia",citizens
1984,North Dakota,"Johnson, Sonia",citizens
1984,Pennsylvania,"Johnson, Sonia",citizens
1984,Rhode Island,"Johnson, Sonia",citizens
1984,Tennessee,"Johnson, Sonia",citizens
1984,Utah,"Johnson, Sonia",citizens
1984,Vermont,"Johnson, Sonia",citizens
1984,Washington,"Johnson, Sonia",citizens
1984,Wisconsin,"Johnson, Sonia",citizens
1976,Illinois,"Julius """"Jules"""", Levin",socialist labor
1976,Iowa,"Julius """"Jules"""", Levin",socialist labor
1976,Massachusetts,"Julius """"Jules"""", Levin",socialist labor
1976,Michigan,"Julius """"Jules"""", Levin",socialist labor
1976,Minnesota,"Julius """"Jules"""", Levin",socialist labor
1976,New Hampshire,"Julius """"Jules"""", Levin",socialist labor
1976,New Jersey,"Julius """"Jules"""", Levin",socialist labor
1976,Ohio,"Julius """"Jules"""", Levin",socialist labor
1976,Rhode Island,"Julius """"Jules"""", Levin",socialist labor
1976,Washington,"Julius """"Jules"""", Levin",socialist labor
1976,Wisconsin,"Julius """"Jules"""", Levin",socialist labor
2016,Arkansas,"Kahn, Lynn S.",independent
2016,Iowa,"Kahn, Lynn S.",independent
2016,Colorado,"Keniston, Chris",veterans party of america
2016,Colorado,"Kennedy, Alyson",socialist workers
2016,Minnesota,"Kennedy, Alyson",socialist workers
2016,New Jersey,"Kennedy, Alyson",socialist workers
2016,Washington,"Kennedy, Alyson",socialist workers
1988,District of Columbia,"Kenoyer, Willa",socialist
1988,Iowa,"Kenoyer, Willa",socialist
1988,New Jersey,"Kenoyer, Willa",socialist
1988,Rhode Island,"Kenoyer, Willa",socialist
1988,Utah,"Kenoyer, Willa",socialist
1988,Vermont,"Kenoyer, Willa",socialist
2004,Alabama,"Kerry, John",democrat
2004,Alaska,"Kerry, John",democrat
2004,Arizona,"Kerry, John",democrat
2004,Arkansas,"Kerry, John",democrat
2004,California,"Kerry, John",democrat
2004,Colorado,"Kerry, John",democrat
2004,Connecticut,"Kerry, John",democrat
2004,Delaware,"Kerry, John",democrat
2004,District of Columbia,"Kerry, John",democrat
2004,Florida,"Kerry, John",democrat
2004,Georgia,"Kerry, John",democrat
2004,Hawaii,"Kerry, John",democrat
2004,Idaho,"Kerry, John",democrat
2004,Illinois,"Kerry, John",democrat
2004,Indiana,"Kerry, John",democrat
2004,Iowa,"Kerry, John",democrat
2004,Kansas,"Kerry, John",democrat
2004,Kentucky,"Kerry, John",democrat
2004,Louisiana,"Kerry, John",democrat
2004,Maine,"Kerry, John",democrat
2004,Maryland,"Kerry, John",democrat
2004,Massachusetts,"Kerry, John",democrat
2004,Michigan,"Kerry, John",democrat
2004,Minnesota,"Kerry, John",democrat
2004,Mississippi,"Kerry, John",democrat
2004,Missouri,"Kerry, John",democrat
2004,Montana,"Kerry, John",democrat
2004,Nebraska,"Kerry, John",democrat
2004,Nevada,"Kerry, John",democrat
2004,New Hampshire,"Kerry, John",democrat
2004,New Jersey,"Kerry, John",democrat
2004,New Mexico,"Kerry, John",democrat
2004,New York,"Kerry, John",democrat
2004,New York,"Kerry, John",democrat
2004,North Carolina,"Kerry, John",democrat
2004,North Dakota,"Kerry, John",democrat
2004,Ohio,"Kerry, John",democrat
2004,Oklahoma,"Kerry, John",democrat
2004,Oregon,"Kerry, John",democrat
2004,Pennsylvania,"Kerry, John",democrat
2004,Rhode Island,"Kerry, John",democrat
2004,South Carolina,"Kerry, John",democrat
2004,South Dakota,"Kerry, John",democrat
2004,Tennessee,"Kerry, John",democrat
2004,Texas,"Kerry, John",democrat
2004,Utah,"Kerry, John",democrat
2004,Vermont,"Kerry, John",democrat
2004,Virginia,"Kerry, John",democrat
2004,Washington,"Kerry, John",democrat
2004,West Virginia,"Kerry, John",democrat
2004,Wisconsin,"Kerry, John",democrat
2004,Wyoming,"Kerry, John",democrat
2008,California,"Keyes, Alan",american independent party
2008,Colorado,"Keyes, Alan",america's independent party
2008,Florida,"Keyes, Alan",america's independent party
2016,Colorado,"Kopitke, Kyle Kenley",independent american
2016,Nevada,"Kopitke, Kyle Kenley",independent american
2016,Utah,"Kopitke, Kyle Kenley",independent american
2016,Colorado,"Kotlikoff, Laurence",kotlikoff for president
2000,Arizona,"L. Neil, Smith",libertarian
1992,New Mexico,"La Riva, Gloria Estella",socialism and liberation party
2008,Arkansas,"La Riva, Gloria Estella",socialism and liberation party
2008,Colorado,"La Riva, Gloria Estella",socialism and liberation party
2008,Florida,"La Riva, Gloria Estella",socialism and liberation party
2008,Iowa,"La Riva, Gloria Estella",socialism and liberation party
2008,Louisiana,"La Riva, Gloria Estella",socialism and liberation party
2008,New Jersey,"La Riva, Gloria Estella",socialism and liberation party
2008,New York,"La Riva, Gloria Estella",socialism and liberation party
2008,Rhode Island,"La Riva, Gloria Estella",socialism and liberation party
2008,Utah,"La Riva, Gloria Estella",socialism and liberation party
2008,Vermont,"La Riva, Gloria Estella",socialism and liberation party
2008,Washington,"La Riva, Gloria Estella",socialism and liberation party
2008,Wisconsin,"La Riva, Gloria Estella",socialism and liberation party
2012,Arkansas,"La Riva, Gloria Estella",socialism and liberation party
2012,Colorado,"La Riva, Gloria Estella",socialism and liberation party
2012,Iowa,"La Riva, Gloria Estella",socialism and liberation party
2016,California,"La Riva, Gloria Estella",socialism and liberation party
2016,Colorado,"La Riva, Gloria Estella",socialism and liberation party
2016,Iowa,"La Riva, Gloria Estella",socialism and liberation party
2016,New Jersey,"La Riva, Gloria Estella",socialism and liberation party
2016,New Mexico,"La Riva, Gloria Estella",socialism and liberation party
2016,Vermont,"La Riva, Gloria Estella",socialism and liberation party
2016,Washington,"La Riva, Gloria Estella",socialism and liberation party
1976,Colorado,"Larouche, Lyndon, Jr.",u.s. labor
1976,Connecticut,"Larouche, Lyndon, Jr.",u.s. labor
1976,Delaware,"Larouche, Lyndon, Jr.",u.s. labor
1976,Idaho,"Larouche, Lyndon, Jr.",u.s. labor
1976,Illinois,"Larouche, Lyndon, Jr.",u.s. labor
1976,Indiana,"Larouche, Lyndon, Jr.",u.s. labor
1976,Iowa,"Larouche, Lyndon, Jr.",u.s. labor
1976,Kentucky,"Larouche, Lyndon, Jr.",u.s. labor
1976,Massachusetts,"Larouche, Lyndon, Jr.",u.s. labor
1976,Michigan,"Larouche, Lyndon, Jr.",u.s. labor
1976,Minnesota,"Larouche, Lyndon, Jr.",u.s. labor
1976,New Hampshire,"Larouche, Lyndon, Jr.",u.s. labor
1976,New Jersey,"Larouche, Lyndon, Jr.",u.s. labor
1976,New York,"Larouche, Lyndon, Jr.",u.s. labor
1976,North Carolina,"Larouche, Lyndon, Jr.",u.s. labor
1976,North Dakota,"Larouche, Lyndon, Jr.",u.s. labor
1976,Ohio,"Larouche, Lyndon, Jr.",u.s. labor
1976,Pennsylvania,"Larouche, Lyndon, Jr.",u.s. labor
1976,Tennessee,"Larouche, Lyndon, Jr.",u.s. labor
1976,Vermont,"Larouche, Lyndon, Jr.",u.s. labor
1976,Virginia,"Larouche, Lyndon, Jr.",u.s. labor
1976,Washington,"Larouche, Lyndon, Jr.",u.s. labor
1984,Arkansas,"Larouche, Lyndon, Jr.",u.s. labor
1984,Colorado,"Larouche, Lyndon, Jr.",u.s. labor
1984,District of Columbia,"Larouche, Lyndon, Jr.",u.s. labor
1984,Hawaii,"Larouche, Lyndon, Jr.",u.s. labor
1984,Iowa,"Larouche, Lyndon, Jr.",u.s. labor
1984,Kentucky,"Larouche, Lyndon, Jr.",u.s. labor
1984,Louisiana,"Larouche, Lyndon, Jr.",u.s. labor
1984,Michigan,"Larouche, Lyndon, Jr.",u.s. labor
1984,Minnesota,"Larouche, Lyndon, Jr.",u.s. labor
1984,Mississippi,"Larouche, Lyndon, Jr.",u.s. labor
1984,New Hampshire,"Larouche, Lyndon, Jr.",u.s. labor
1984,North Dakota,"Larouche, Lyndon, Jr.",u.s. labor
1984,Ohio,"Larouche, Lyndon, Jr.",u.s. labor
1984,Tennessee,"Larouche, Lyndon, Jr.",u.s. labor
1984,Texas,"Larouche, Lyndon, Jr.",u.s. labor
1984,Vermont,"Larouche, Lyndon, Jr.",u.s. labor
1984,Virginia,"Larouche, Lyndon, Jr.",u.s. labor
1984,Washington,"Larouche, Lyndon, Jr.",u.s. labor
1984,Wisconsin,"Larouche, Lyndon, Jr.",u.s. labor
1988,Alaska,"Larouche, Lyndon, Jr.",u.s. labor
1988,Hawaii,"Larouche, Lyndon, Jr.",u.s. labor
1988,Iowa,"Larouche, Lyndon, Jr.",u.s. labor
1988,Louisiana,"Larouche, Lyndon, Jr.",u.s. labor
1988,Minnesota,"Larouche, Lyndon, Jr.",u.s. labor
1988,North Dakota,"Larouche, Lyndon, Jr.",u.s. labor
1988,Utah,"Larouche, Lyndon, Jr.",u.s. labor
1988,Vermont,"Larouche, Lyndon, Jr.",u.s. labor
1988,Washington,"Larouche, Lyndon, Jr.",u.s. labor
1992,Alaska,"Larouche, Lyndon, Jr.",u.s. labor
1992,Iowa,"Larouche, Lyndon, Jr.",u.s. labor
1992,Louisiana,"Larouche, Lyndon, Jr.",u.s. labor
1992,Massachusetts,"Larouche, Lyndon, Jr.",u.s. labor
1992,Minnesota,"Larouche, Lyndon, Jr.",u.s. labor
1992,New Jersey,"Larouche, Lyndon, Jr.",u.s. labor
1992,Rhode Island,"Larouche, Lyndon, Jr.",u.s. labor
1992,Utah,"Larouche, Lyndon, Jr.",u.s. labor
1992,Vermont,"Larouche, Lyndon, Jr.",u.s. labor
2012,Florida,"Lindsay, Peta",socialism and liberation party
2012,Louisiana,"Lindsay, Peta",socialism and liberation party
2012,Minnesota,"Lindsay, Peta",socialism and liberation party
2012,New Jersey,"Lindsay, Peta",socialism and liberation party
2012,New York,"Lindsay, Peta",socialism and liberation party
2012,Rhode Island,"Lindsay, Peta",socialism and liberation party
2012,Vermont,"Lindsay, Peta",socialism and liberation party
2012,Washington,"Lindsay, Peta",socialism and liberation party
1984,Arkansas,"Lowery, Arthur",united sovereign citizens
1980,New Jersey,"Lynen, Kurt",middle class candidate
2008,Colorado,"Lyttle, Bradford",u.s. pacifist party
2016,Colorado,"Lyttle, Bradford",u.s. pacifist party
1976,Alabama,"Macbride, Roger",libertarian
1976,Alaska,"Macbride, Roger",libertarian
1976,Arizona,"Macbride, Roger",libertarian
1976,California,"Macbride, Roger",libertarian
1976,Colorado,"Macbride, Roger",libertarian
1976,Hawaii,"Macbride, Roger",libertarian
1976,Idaho,"Macbride, Roger",libertarian
1976,Illinois,"Macbride, Roger",libertarian
1976,Iowa,"Macbride, Roger",libertarian
1976,Kansas,"Macbride, Roger",libertarian
1976,Kentucky,"Macbride, Roger",libertarian
1976,Louisiana,"Macbride, Roger",libertarian
1976,Massachusetts,"Macbride, Roger",libertarian
1976,Michigan,"Macbride, Roger",libertarian
1976,Minnesota,"Macbride, Roger",libertarian
1976,Mississippi,"Macbride, Roger",libertarian
1976,Nebraska,"Macbride, Roger",libertarian
1976,Nevada,"Macbride, Roger",libertarian
1976,New Hampshire,"Macbride, Roger",libertarian
1976,New Jersey,"Macbride, Roger",libertarian
1976,New Mexico,"Macbride, Roger",libertarian
1976,New York,"Macbride, Roger",libertarian
1976,North Carolina,"Macbride, Roger",libertarian
1976,North Dakota,"Macbride, Roger",libertarian
1976,Ohio,"Macbride, Roger",libertarian
1976,Rhode Island,"Macbride, Roger",libertarian
1976,South Dakota,"Macbride, Roger",libertarian
1976,Tennessee,"Macbride, Roger",libertarian
1976,Utah,"Macbride, Roger",libertarian
1976,Virginia,"Macbride, Roger",libertarian
1976,Washington,"Macbride, Roger",libertarian
1976,Wisconsin,"Macbride, Roger",libertarian
1976,Alabama,"Maddox, Lester",american independent party
1976,Arizona,"Maddox, Lester",american independent party
1976,Arkansas,"Maddox, Lester",american independent party
1976,California,"Maddox, Lester",american independent party
1976,Connecticut,"Maddox, Lester",american independent party
1976,Idaho,"Maddox, Lester",american independent party
1976,Kansas,"Maddox, Lester",american independent party
1976,Kentucky,"Maddox, Lester",american independent party
1976,Louisiana,"Maddox, Lester",american independent party
1976,Mississippi,"Maddox, Lester",american independent party
1976,Nebraska,"Maddox, Lester",american independent party
1976,Nevada,"Maddox, Lester",american independent party
1976,New Jersey,"Maddox, Lester",american independent party
1976,North Dakota,"Maddox, Lester",american independent party
1976,Ohio,"Maddox, Lester",american independent party
1976,Pennsylvania,"Maddox, Lester",american independent party
1976,South Carolina,"Maddox, Lester",american independent party
1976,Tennessee,"Maddox, Lester",american independent party
1976,Utah,"Maddox, Lester",american independent party
1976,Washington,"Maddox, Lester",american independent party
1976,Wisconsin,"Maddox, Lester",american independent party
2016,Colorado,"Maldonado, Joseph Allen",independent people of colorado
1988,New York,"Marra, William A.",right-to-life
1992,Alabama,"Marrou, Andre",libertarian
1992,Alaska,"Marrou, Andre",libertarian
1992,Arizona,"Marrou, Andre",libertarian
1992,California,"Marrou, Andre",libertarian
1992,Colorado,"Marrou, Andre",libertarian
1992,Connecticut,"Marrou, Andre",libertarian
1992,Delaware,"Marrou, Andre",libertarian
1992,District of Columbia,"Marrou, Andre",libertarian
1992,Florida,"Marrou, Andre",libertarian
1992,Georgia,"Marrou, Andre",libertarian
1992,Hawaii,"Marrou, Andre",libertarian
1992,Idaho,"Marrou, Andre",libertarian
1992,Illinois,"Marrou, Andre",libertarian
1992,Indiana,"Marrou, Andre",libertarian
1992,Iowa,"Marrou, Andre",libertarian
1992,Kansas,"Marrou, Andre",libertarian
1992,Kentucky,"Marrou, Andre",libertarian
1992,Louisiana,"Marrou, Andre",libertarian
1992,Maine,"Marrou, Andre",libertarian
1992,Maryland,"Marrou, Andre",libertarian
1992,Massachusetts,"Marrou, Andre",libertarian
1992,Michigan,"Marrou, Andre",libertarian
1992,Minnesota,"Marrou, Andre",libertarian
1992,Mississippi,"Marrou, Andre",libertarian
1992,Missouri,"Marrou, Andre",libertarian
1992,Montana,"Marrou, Andre",libertarian
1992,Nebraska,"Marrou, Andre",libertarian
1992,Nevada,"Marrou, Andre",libertarian
1992,New Hampshire,"Marrou, Andre",libertarian
1992,New Jersey,"Marrou, Andre",libertarian
1992,New Mexico,"Marrou, Andre",libertarian
1992,New York,"Marrou, Andre",libertarian
1992,North Carolina,"Marrou, Andre",libertarian
1992,Oklahoma,"Marrou, Andre",libertarian
1992,Oregon,"Marrou, Andre",libertarian
1992,Pennsylvania,"Marrou, Andre",libertarian
1992,Rhode Island,"Marrou, Andre",libertarian
1992,South Carolina,"Marrou, Andre",libertarian
1992,South Dakota,"Marrou, Andre",libertarian
1992,Texas,"Marrou, Andre",libertarian
1992,Utah,"Marrou, Andre",libertarian
1992,Vermont,"Marrou, Andre",libertarian
1992,Virginia,"Marrou, Andre",libertarian
1992,Washington,"Marrou, Andre",libertarian
1992,West Virginia,"Marrou, Andre",libertarian
1992,Wisconsin,"Marrou, Andre",libertarian
1992,Wyoming,"Marrou, Andre",libertarian
1984,Alabama,"Mason, Melvin",socialist workers
1984,Colorado,"Mason, Melvin",socialist workers
1984,District of Columbia,"Mason, Melvin",socialist workers
1984,Illinois,"Mason, Melvin",socialist workers
1984,Iowa,"Mason, Melvin",socialist workers
1984,Kentucky,"Mason, Melvin",socialist workers
1984,Louisiana,"Mason, Melvin",socialist workers
1984,Michigan,"Mason, Melvin",socialist workers
1984,Minnesota,"Mason, Melvin",socialist workers
1984,Mississippi,"Mason, Melvin",socialist workers
1984,Nebraska,"Mason, Melvin",socialist workers
1984,New Jersey,"Mason, Melvin",socialist workers
1984,New Mexico,"Mason, Melvin",socialist workers
1984,North Carolina,"Mason, Melvin",socialist workers
1984,North Dakota,"Mason, Melvin",socialist workers
1984,Ohio,"Mason, Melvin",socialist workers
1984,Rhode Island,"Mason, Melvin",socialist workers
1984,South Dakota,"Mason, Melvin",socialist workers
1984,Tennessee,"Mason, Melvin",socialist workers
1984,Utah,"Mason, Melvin",socialist workers
1984,Vermont,"Mason, Melvin",socialist workers
1984,Washington,"Mason, Melvin",socialist workers
1984,West Virginia,"Mason, Melvin",socialist workers
1984,Wisconsin,"Mason, Melvin",socialist workers
1996,Arkansas,"Masters, Isabell",looking back party
2016,Colorado,"Maturen, Michael A.",american solidarity party
2008,Alabama,"McCain, John",republican
2008,Alaska,"McCain, John",republican
2008,Arizona,"McCain, John",republican
2008,Arkansas,"McCain, John",republican
2008,California,"McCain, John",republican
2008,Colorado,"McCain, John",republican
2008,Connecticut,"McCain, John",republican
2008,Delaware,"McCain, John",republican
2008,District of Columbia,"McCain, John",republican
2008,Florida,"McCain, John",republican
2008,Georgia,"McCain, John",republican
2008,Hawaii,"McCain, John",republican
2008,Idaho,"McCain, John",republican
2008,Illinois,"McCain, John",republican
2008,Indiana,"McCain, John",republican
2008,Iowa,"McCain, John",republican
2008,Kansas,"McCain, John",republican
2008,Kentucky,"McCain, John",republican
2008,Louisiana,"McCain, John",republican
2008,Maine,"McCain, John",republican
2008,Maryland,"McCain, John",republican
2008,Massachusetts,"McCain, John",republican
2008,Michigan,"McCain, John",republican
2008,Minnesota,"McCain, John",republican
2008,Mississippi,"McCain, John",republican
2008,Missouri,"McCain, John",republican
2008,Montana,"McCain, John",republican
2008,Nebraska,"McCain, John",republican
2008,Nevada,"McCain, John",republican
2008,New Hampshire,"McCain, John",republican
2008,New Jersey,"McCain, John",republican
2008,New Mexico,"McCain, John",republican
2008,New York,"McCain, John",republican
2008,New York,"McCain, John",republican
2008,New York,"McCain, John",republican
2008,North Carolina,"McCain, John",republican
2008,North Dakota,"McCain, John",republican
2008,Ohio,"McCain, John",republican
2008,Oklahoma,"McCain, John",republican
2008,Oregon,"McCain, John",republican
2008,Pennsylvania,"McCain, John",republican
2008,Rhode Island,"McCain, John",republican
2008,South Carolina,"McCain, John",republican
2008,South Dakota,"McCain, John",republican
2008,Tennessee,"McCain, John",republican
2008,Texas,"McCain, John",republican
2008,Utah,"McCain, John",republican
2008,Vermont,"McCain, John",republican
2008,Virginia,"McCain, John",republican
2008,Washington,"McCain, John",republican
2008,West Virginia,"McCain, John",republican
2008,Wisconsin,"McCain, John",republican
2008,Wyoming,"McCain, John",republican
1976,Arizona,"McCarthy, Eugene """"Gene""""",independent
1976,Colorado,"McCarthy, Eugene """"Gene""""",independent
1976,Florida,"McCarthy, Eugene """"Gene""""",independent
1976,Illinois,"McCarthy, Eugene """"Gene""""",independent
1976,Iowa,"McCarthy, Eugene """"Gene""""",independent
1976,Kansas,"McCarthy, Eugene """"Gene""""",independent
1976,Kentucky,"McCarthy, Eugene """"Gene""""",independent
1976,Louisiana,"McCarthy, Eugene """"Gene""""",independent
1976,Maine,"McCarthy, Eugene """"Gene""""",independent
1976,Massachusetts,"McCarthy, Eugene """"Gene""""",independent
1976,Michigan,"McCarthy, Eugene """"Gene""""",independent
1976,Minnesota,"McCarthy, Eugene """"Gene""""",independent
1976,Mississippi,"McCarthy, Eugene """"Gene""""",independent
1976,Missouri,"McCarthy, Eugene """"Gene""""",independent
1976,Nebraska,"McCarthy, Eugene """"Gene""""",independent
1976,New Hampshire,"McCarthy, Eugene """"Gene""""",independent
1976,New Jersey,"McCarthy, Eugene """"Gene""""",independent
1976,North Dakota,"McCarthy, Eugene """"Gene""""",independent
1976,Ohio,"McCarthy, Eugene """"Gene""""",independent
1976,Oklahoma,"McCarthy, Eugene """"Gene""""",independent
1976,Oregon,"McCarthy, Eugene """"Gene""""",independent
1976,Pennsylvania,"McCarthy, Eugene """"Gene""""",independent
1976,Tennessee,"McCarthy, Eugene """"Gene""""",independent
1976,Texas,"McCarthy, Eugene """"Gene""""",independent
1976,Utah,"McCarthy, Eugene """"Gene""""",independent
1976,Vermont,"McCarthy, Eugene """"Gene""""",independent
1976,Washington,"McCarthy, Eugene """"Gene""""",independent
1976,Wisconsin,"McCarthy, Eugene """"Gene""""",independent
1988,Minnesota,"McCarthy, Eugene """"Gene""""",independent
1988,New Jersey,"McCarthy, Eugene """"Gene""""",independent
1988,Pennsylvania,"McCarthy, Eugene """"Gene""""",independent
1980,Kentucky,"McCormack, Ellen",right-to-life
1980,New Jersey,"McCormack, Ellen",right-to-life
1980,New York,"McCormack, Ellen",right-to-life
2008,Colorado,"McEnulty, Frank",unaffiliated
2008,Arizona,"McKinney, Cynthia",green
2008,Arkansas,"McKinney, Cynthia",green
2008,California,"McKinney, Cynthia",green
2008,Colorado,"McKinney, Cynthia",green
2008,Delaware,"McKinney, Cynthia",green
2008,District of Columbia,"McKinney, Cynthia",green
2008,Florida,"McKinney, Cynthia",green
2008,Hawaii,"McKinney, Cynthia",green
2008,Illinois,"McKinney, Cynthia",green
2008,Iowa,"McKinney, Cynthia",green
2008,Louisiana,"McKinney, Cynthia",green
2008,Maine,"McKinney, Cynthia",green
2008,Maryland,"McKinney, Cynthia",green
2008,Massachusetts,"McKinney, Cynthia",green
2008,Michigan,"McKinney, Cynthia",green
2008,Minnesota,"McKinney, Cynthia",green
2008,Mississippi,"McKinney, Cynthia",green
2008,Missouri,"McKinney, Cynthia",green
2008,Nebraska,"McKinney, Cynthia",green
2008,Nevada,"McKinney, Cynthia",green
2008,New Jersey,"McKinney, Cynthia",green
2008,New Mexico,"McKinney, Cynthia",green
2008,New York,"McKinney, Cynthia",green
2008,Ohio,"McKinney, Cynthia",green
2008,Oregon,"McKinney, Cynthia",green
2008,Rhode Island,"McKinney, Cynthia",green
2008,South Carolina,"McKinney, Cynthia",green
2008,Utah,"McKinney, Cynthia",green
2008,Virginia,"McKinney, Cynthia",green
2008,Washington,"McKinney, Cynthia",green
2008,West Virginia,"McKinney, Cynthia",green
2008,Wisconsin,"McKinney, Cynthia",green
1980,North Dakota,"McLain, Harley",natural people's league
2016,Arkansas,"McMullin, Evan",independent
2016,Idaho,"McMullin, Evan",independent
2016,Iowa,"McMullin, Evan",independent
2016,Kentucky,"McMullin, Evan",independent
2016,Minnesota,"McMullin, Evan",independent
2016,New Mexico,"McMullin, Evan",independent
2016,South Carolina,"McMullin, Evan",independent
2016,Utah,"McMullin, Evan",independent
2016,Virginia,"McMullin, Evan",independent
1980,Alabama,"McReynolds, David",socialist
1980,Iowa,"McReynolds, David",socialist
1980,Minnesota,"McReynolds, David",socialist
1980,New Jersey,"McReynolds, David",socialist
1980,North Dakota,"McReynolds, David",socialist
1980,Rhode Island,"McReynolds, David",socialist
1980,Tennessee,"McReynolds, David",socialist
1980,Vermont,"McReynolds, David",socialist
1980,Washington,"McReynolds, David",socialist
1980,Wisconsin,"McReynolds, David",socialist
2000,Colorado,"McReynolds, David",socialist
2000,Florida,"McReynolds, David",socialist
2000,Iowa,"McReynolds, David",socialist
2000,Vermont,"McReynolds, David",socialist
2000,Washington,"McReynolds, David",socialist
2012,Colorado,"Miller, Merlin",american third position
2012,New Jersey,"Miller, Merlin",american third position
2012,Washington,"Mitt, Romney",republican
1984,Alabama,"Mondale, Walter",democrat
1984,Alaska,"Mondale, Walter",democrat
1984,Arizona,"Mondale, Walter",democrat
1984,Arkansas,"Mondale, Walter",democrat
1984,California,"Mondale, Walter",democrat
1984,Colorado,"Mondale, Walter",democrat
1984,Connecticut,"Mondale, Walter",democrat
1984,Delaware,"Mondale, Walter",democrat
1984,District of Columbia,"Mondale, Walter",democrat
1984,Florida,"Mondale, Walter",democrat
1984,Georgia,"Mondale, Walter",democrat
1984,Hawaii,"Mondale, Walter",democrat
1984,Idaho,"Mondale, Walter",democrat
1984,Illinois,"Mondale, Walter",democrat
1984,Indiana,"Mondale, Walter",democrat
1984,Iowa,"Mondale, Walter",democrat
1984,Kansas,"Mondale, Walter",democrat
1984,Kentucky,"Mondale, Walter",democrat
1984,Louisiana,"Mondale, Walter",democrat
1984,Maine,"Mondale, Walter",democrat
1984,Maryland,"Mondale, Walter",democrat
1984,Massachusetts,"Mondale, Walter",democrat
1984,Michigan,"Mondale, Walter",democrat
1984,Minnesota,"Mondale, Walter",democrat
1984,Mississippi,"Mondale, Walter",democrat
1984,Missouri,"Mondale, Walter",democrat
1984,Montana,"Mondale, Walter",democrat
